logged_at,run_id,model,candidate,params,cv_roc_auc_mean,cv_roc_auc_std,cv_pr_auc_mean,cv_pr_auc_std,fit_time_sec,rank_roc_auc,is_best
2026-08-20T16:56:54+00:00,20260820T164729Z,hist_gradient_boosting,4,"{""l2_regularization"": 0.307512, ""learning_rate"": 0.01372, ""max_features"": 0.893943, ""max_iter"": 221, ""max_leaf_nodes"": 17, ""min_samples_leaf"": 12}",0.8640589888529489,0.004067087580161308,0.7054622036864726,0.010792008068702291,0.739285659790039,5,False
2026-08-20T16:56:54+00:00,20260820T164729Z,hist_gradient_boosting,5,"{""l2_regularization"": 0.402457, ""learning_rate"": 0.014804, ""max_features"": 0.612552, ""max_iter"": 484, ""max_leaf_nodes"": 28, ""min_samples_leaf"": 36}",0.8631476335462308,0.003003804446873449,0.7054085486381115,0.007799031190720554,1.6985214233398438,8,False
2026-08-20T16:56:54+00:00,20260820T164729Z,hist_gradient_boosting,6,"{""l2_regularization"": 0.005377, ""learning_rate"": 0.016023, ""max_features"": 0.968138, ""max_iter"": 581, ""max_leaf_nodes"": 30, ""min_samples_leaf"": 57}",0.8604887358446376,0.0046975718690289376,0.6998663151491937,0.010693393493743148,2.1576165199279784,9,False
2026-08-20T16:56:54+00:00,20260820T164729Z,hist_gradient_boosting,7,"{""l2_regularization"": 0.037727, ""learning_rate"": 0.07409, ""max_features"": 0.8372, ""max_iter"": 312, ""max_leaf_nodes"": 10, ""min_samples_leaf"": 13}",0.8596810335550927,0.004139822478122395,0.6955285090400324,0.006416233107467319,0.6926409244537354,10,False
2026-08-20T16:56:54+00:00,20260820T164729Z,hist_gradient_boosting,8,"{""l2_regularization"": 4.36628, ""learning_rate"": 0.032631, ""max_features"": 0.663405, ""max_iter"": 194, ""max_leaf_nodes"": 29, ""min_samples_leaf"": 43}",0.8635464207268054,0.0039455990663450485,0.7052483410450827,0.007946207702842822,0.8254988193511963,7,False
2026-08-20T16:56:54+00:00,20260820T164729Z,hist_gradient_boosting,9,"{""l2_regularization"": 0.001062, ""learning_rate"": 0.142092, ""max_features"": 0.838724, ""max_iter"": 296, ""max_leaf_nodes"": 53, ""min_samples_leaf"": 33}",0.8391371638002519,0.00393035854397182,0.6662564892033114,0.005630079777300237,1.4266012191772461,14,False
2026-08-20T16:56:54+00:00,20260820T164729Z,hist_gradient_boosting,10,"{""l2_regularization"": 0.011854, ""learning_rate"": 0.038039, ""max_features"": 0.556534, ""max_iter"": 335, ""max_leaf_nodes"": 61, ""min_samples_leaf"": 44}",0.8508836617525114,0.0027488287091845106,0.6817184413070021,0.006353804189151219,1.8760764598846436,12,False
2026-08-20T16:56:54+00:00,20260820T164729Z,hist_gradient_boosting,11,"{""l2_regularization"": 0.058386, ""learning_rate"": 0.182856, ""max_features"": 0.504206, ""max_iter"": 463, ""max_leaf_nodes"": 12, ""min_samples_leaf"": 54}",0.8398470682812273,0.002197792548930079,0.6592633758965096,0.005621500324941697,0.915690565109253,13,False
2026-08-20T16:56:54+00:00,20260820T164729Z,hist_gradient_boosting,12,"{""l2_regularization"": 0.003268, ""learning_rate"": 0.067742, ""max_features"": 0.530632, ""max_iter"": 325, ""max_leaf_nodes"": 24, ""min_samples_leaf"": 50}",0.85219459548421,0.0033998425635245496,0.6836759548598164,0.00782862941074523,0.9657476425170899,11,False
2026-08-20T16:56:54+00:00,20260820T164729Z,hist_gradient_boosting,13,"{""l2_regularization"": 0.001228, ""learning_rate"": 0.017836, ""max_features"": 0.829472, ""max_iter"": 450, ""max_leaf_nodes"": 14, ""min_samples_leaf"": 59}",0.8659913659410428,0.0037078448916561977,0.7089212956776005,0.0093493234092658,1.1374692916870117,1,True
2026-08-20T16:56:54+00:00,20260820T164729Z,stacking_ensemble,0,"{""final_estimator__C"": 9.348728, ""final_estimator__class_weight"": ""balanced""}",0.8674959963033061,0.0041807311378069326,0.7124639134018581,0.013174635668766031,18.12408423423767,3,False
2026-08-20T16:56:54+00:00,20260820T164729Z,stacking_ensemble,1,"{""final_estimator__C"": 41.915585, ""final_estimator__class_weight"": ""balanced""}",0.8674694104912678,0.004193449329808724,0.712399028351071,0.013264541938537908,18.26484098434448,4,False
2026-08-20T16:56:54+00:00,20260820T164729Z,stacking_ensemble,2,"{""final_estimator__C"": 3.214343, ""final_estimator__class_weight"": null}",0.8678457263307149,0.004100492731473942,0.7132676503763211,0.013059962020836025,17.875270318984985,1,True
2026-08-20T16:56:54+00:00,20260820T164729Z,stacking_ensemble,3,"{""final_estimator__C"": 7.567838, ""final_estimator__class_weight"": ""balanced""}",0.8675029592540782,0.00417232675158763,0.7124844405249673,0.0131868521062874,18.319740200042723,2,False
